id,X,Y
"6868",9.6394420000,19.5749970000
"6869",10.1394420000,19.5749970000
"6870",10.6394420000,19.5749970000
"6871",11.1394420000,19.5749970000
"6872",11.6394420000,19.5749970000
"6873",12.1394420000,19.5749970000
"6874",12.6394420000,19.5749970000
"6875",13.1394420000,19.5749970000
"6876",13.6394420000,19.5749970000
"6877",14.1394420000,19.5749970000
"6878",14.6394420000,19.5749970000
"6879",15.1394420000,19.5749970000
"6880",15.6394420000,19.5749970000
"6881",16.1394420000,19.5749970000
"6882",16.6394420000,19.5749970000
"6883",17.1394420000,19.5749970000
"6884",17.6394420000,19.5749970000
"6885",18.1394420000,19.5749970000
"6886",18.6394420000,19.5749970000
"6887",19.1394420000,19.5749970000
"6888",19.6394420000,19.5749970000
"6889",20.1394420000,19.5749970000
"6890",20.6394420000,19.5749970000
"6891",21.1394420000,19.5749970000
"6892",21.6394420000,19.5749970000
"6893",22.1394420000,19.5749970000
"6894",22.6394420000,19.5749970000
"6895",23.1394420000,19.5749970000
"6896",23.6394420000,19.5749970000
"6897",24.1394420000,19.5749970000
"6898",24.6394420000,19.5749970000
"6899",25.1394420000,19.5749970000
"6900",25.6394420000,19.5749970000
"6901",26.1394420000,19.5749970000
"6902",26.6394420000,19.5749970000
"6903",27.1394420000,19.5749970000
"6904",27.6394420000,19.5749970000
"6905",28.1394420000,19.5749970000
"6906",28.6394420000,19.5749970000
"6907",29.1394420000,19.5749970000
"6908",29.6394420000,19.5749970000
"6909",30.1394420000,19.5749970000
"6910",30.6394420000,19.5749970000
"6911",31.1394420000,19.5749970000
"6912",31.6394420000,19.5749970000
"6913",32.1394420000,19.5749970000
"6914",32.6394420000,19.5749970000
"6915",33.1394420000,19.5749970000
"6916",33.6394420000,19.5749970000
"6917",34.1394420000,19.5749970000
"6918",34.6394420000,19.5749970000
"6919",35.1394420000,19.5749970000
"6920",35.6394420000,19.5749970000
"6921",36.1394420000,19.5749970000
"6922",36.6394420000,19.5749970000
"6923",37.1394420000,19.5749970000
"7023",-15.8605580000,19.0749970000
"7024",-15.3605580000,19.0749970000
"7025",-14.8605580000,19.0749970000
"7026",-14.3605580000,19.0749970000
"7027",-13.8605580000,19.0749970000
"7028",-13.3605580000,19.0749970000
"7029",-12.8605580000,19.0749970000
"7030",-12.3605580000,19.0749970000
"7031",-11.8605580000,19.0749970000
"7032",-11.3605580000,19.0749970000
"7033",-10.8605580000,19.0749970000
"7034",-10.3605580000,19.0749970000
"7035",-9.8605580000,19.0749970000
"7036",-9.3605580000,19.0749970000
"7037",-8.8605580000,19.0749970000
"7038",-8.3605580000,19.0749970000
"7039",-7.8605580000,19.0749970000
"7040",-7.3605580000,19.0749970000
"7041",-6.8605580000,19.0749970000
"7042",-6.3605580000,19.0749970000
"7043",-5.8605580000,19.0749970000
"7044",-5.3605580000,19.0749970000
"7045",-4.8605580000,19.0749970000
"7046",-4.3605580000,19.0749970000
"7047",-3.8605580000,19.0749970000
"7048",-3.3605580000,19.0749970000
"7049",-2.8605580000,19.0749970000
"7050",-2.3605580000,19.0749970000
"7051",-1.8605580000,19.0749970000
"7052",-1.3605580000,19.0749970000
"7053",-0.8605580000,19.0749970000
"7054",-0.3605580000,19.0749970000
"7055",0.1394420000,19.0749970000
"7056",0.6394420000,19.0749970000
"7057",1.1394420000,19.0749970000
"7058",1.6394420000,19.0749970000
"7059",2.1394420000,19.0749970000
"7060",2.6394420000,19.0749970000
"7061",3.1394420000,19.0749970000
"7063",4.1394420000,19.0749970000
"7064",4.6394420000,19.0749970000
"7065",5.1394420000,19.0749970000
"7066",5.6394420000,19.0749970000
"7067",6.1394420000,19.0749970000
"7068",6.6394420000,19.0749970000
"7069",7.1394420000,19.0749970000
"7070",7.6394420000,19.0749970000
"7071",8.1394420000,19.0749970000
"7072",8.6394420000,19.0749970000
"7073",9.1394420000,19.0749970000
"7074",9.6394420000,19.0749970000
"7075",10.1394420000,19.0749970000
"7076",10.6394420000,19.0749970000
"7077",11.1394420000,19.0749970000
"7078",11.6394420000,19.0749970000
"7079",12.1394420000,19.0749970000
"7080",12.6394420000,19.0749970000
"7081",13.1394420000,19.0749970000
"7082",13.6394420000,19.0749970000
"7083",14.1394420000,19.0749970000
"7084",14.6394420000,19.0749970000
"7085",15.1394420000,19.0749970000
"7086",15.6394420000,19.0749970000
"7087",16.1394420000,19.0749970000
"7088",16.6394420000,19.0749970000
"7089",17.1394420000,19.0749970000
"7090",17.6394420000,19.0749970000
"7091",18.1394420000,19.0749970000
"7092",18.6394420000,19.0749970000
"7093",19.1394420000,19.0749970000
"7094",19.6394420000,19.0749970000
"7095",20.1394420000,19.0749970000
"7096",20.6394420000,19.0749970000
"7097",21.1394420000,19.0749970000
"7098",21.6394420000,19.0749970000
"7099",22.1394420000,19.0749970000
"7100",22.6394420000,19.0749970000
"7101",23.1394420000,19.0749970000
"7102",23.6394420000,19.0749970000
"7103",24.1394420000,19.0749970000
"7104",24.6394420000,19.0749970000
"7105",25.1394420000,19.0749970000
"7106",25.6394420000,19.0749970000
"7107",26.1394420000,19.0749970000
"7108",26.6394420000,19.0749970000
"7109",27.1394420000,19.0749970000
"7110",27.6394420000,19.0749970000
"7111",28.1394420000,19.0749970000
"7112",28.6394420000,19.0749970000
"7113",29.1394420000,19.0749970000
"7114",29.6394420000,19.0749970000
"7115",30.1394420000,19.0749970000
"7116",30.6394420000,19.0749970000
"7117",31.1394420000,19.0749970000
"7118",31.6394420000,19.0749970000
"7119",32.1394420000,19.0749970000
"7120",32.6394420000,19.0749970000
"7121",33.1394420000,19.0749970000
"7122",33.6394420000,19.0749970000
"7123",34.1394420000,19.0749970000
"7124",34.6394420000,19.0749970000
"7125",35.1394420000,19.0749970000
"7126",35.6394420000,19.0749970000
"7127",36.1394420000,19.0749970000
"7128",36.6394420000,19.0749970000
