"","month","value","source","iso3","tbase","method"
"1388","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CPV",22,"ASHRAE"
"1389","Apr",8.99399456102401e-05,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","DJI",22,"ASHRAE"
"1390","Apr",0.329382210969925,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNQ",22,"ASHRAE"
"1391","Apr",4.61418581008911,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ERI",22,"ASHRAE"
"1392","Apr",350.252777099609,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ETH",22,"ASHRAE"
"1393","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GMB",22,"ASHRAE"
"1394","Apr",197.425964355469,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GAB",22,"ASHRAE"
"1395","Apr",350.218383789062,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GHA",22,"ASHRAE"
"1396","Apr",1.59617960453033,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GIN",22,"ASHRAE"
"1397","Apr",325.622985839844,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CIV",22,"ASHRAE"
"1398","Apr",520.532104492188,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","KEN",22,"ASHRAE"
"1399","Apr",24.4600715637207,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LBR",22,"ASHRAE"
"1400","Apr",19.8013877868652,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MDG",22,"ASHRAE"
"1401","Apr",0.570152819156647,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLI",22,"ASHRAE"
"1402","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MRT",22,"ASHRAE"
"1403","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLT",22,"ASHRAE"
"1404","Apr",7.95052146911621,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MOZ",22,"ASHRAE"
"1405","Apr",0.26905557513237,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MWI",22,"ASHRAE"
"1406","Apr",1.35197508335114,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NER",22,"ASHRAE"
"1407","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MYT",22,"ASHRAE"
"1408","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ATF",22,"ASHRAE"
"1409","Apr",1238.0302734375,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NGA",22,"ASHRAE"
"1410","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNB",22,"ASHRAE"
"1411","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","RWA",22,"ASHRAE"
"1412","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SYC",22,"ASHRAE"
"1413","Apr",0.0908984765410423,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZAF",22,"ASHRAE"
"1414","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LSO",22,"ASHRAE"
"1415","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BWA",22,"ASHRAE"
"1416","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SEN",22,"ASHRAE"
"1417","Apr",5.14229345321655,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SLE",22,"ASHRAE"
"1418","Apr",270.527038574219,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SOM",22,"ASHRAE"
"1419","Apr",2682.6572265625,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SDN",22,"ASHRAE"
"1420","Apr",42.3146896362305,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TGO",22,"ASHRAE"
"1421","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","STP",22,"ASHRAE"
"1422","Apr",31.5862846374512,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TZA",22,"ASHRAE"
"1423","Apr",3.25442552566528,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","UGA",22,"ASHRAE"
"1424","Apr",3.31132745742798,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BFA",22,"ASHRAE"
"1425","Apr",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NAM",22,"ASHRAE"
"1426","Apr",0.000109524458821397,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SWZ",22,"ASHRAE"
"1427","Apr",0.00547988945618272,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZMB",22,"ASHRAE"
"1428","Apr",0.0433246642351151,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZWE",22,"ASHRAE"
"1429","May",2.07026171684265,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","AGO",22,"ASHRAE"
"1430","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BHR",22,"ASHRAE"
"1431","May",18.5287914276123,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BEN",22,"ASHRAE"
"1432","May",49.2665138244629,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COG",22,"ASHRAE"
"1433","May",183.833679199219,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COD",22,"ASHRAE"
"1434","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BDI",22,"ASHRAE"
"1435","May",163.067321777344,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CMR",22,"ASHRAE"
"1436","May",82.2642364501953,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TCD",22,"ASHRAE"
"1437","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COM",22,"ASHRAE"
"1438","May",109.613227844238,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CAF",22,"ASHRAE"
"1439","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CPV",22,"ASHRAE"
"1440","May",2.25923995458288e-05,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","DJI",22,"ASHRAE"
"1441","May",0.05129798874259,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNQ",22,"ASHRAE"
"1442","May",11.1388893127441,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ERI",22,"ASHRAE"
"1443","May",159.570083618164,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ETH",22,"ASHRAE"
"1444","May",0.169927075505257,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GMB",22,"ASHRAE"
"1445","May",102.584419250488,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GAB",22,"ASHRAE"
"1446","May",172.65104675293,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GHA",22,"ASHRAE"
"1447","May",3.44521141052246,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GIN",22,"ASHRAE"
"1448","May",260.729217529297,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CIV",22,"ASHRAE"
"1449","May",238.149200439453,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","KEN",22,"ASHRAE"
"1450","May",37.2440071105957,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LBR",22,"ASHRAE"
"1451","May",0.0659433752298355,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MDG",22,"ASHRAE"
"1452","May",2.49495005607605,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLI",22,"ASHRAE"
"1453","May",0.0303388088941574,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MRT",22,"ASHRAE"
"1454","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLT",22,"ASHRAE"
"1455","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MOZ",22,"ASHRAE"
"1456","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MWI",22,"ASHRAE"
"1457","May",4.00546073913574,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NER",22,"ASHRAE"
"1458","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MYT",22,"ASHRAE"
"1459","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ATF",22,"ASHRAE"
"1460","May",558.595153808594,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NGA",22,"ASHRAE"
"1461","May",0.611766040325165,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNB",22,"ASHRAE"
"1462","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","RWA",22,"ASHRAE"
"1463","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SYC",22,"ASHRAE"
"1464","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZAF",22,"ASHRAE"
"1465","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LSO",22,"ASHRAE"
"1466","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BWA",22,"ASHRAE"
"1467","May",0.767902195453644,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SEN",22,"ASHRAE"
"1468","May",39.2496299743652,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SLE",22,"ASHRAE"
"1469","May",216.748733520508,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SOM",22,"ASHRAE"
"1470","May",4035.35473632812,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SDN",22,"ASHRAE"
"1471","May",9.35904121398926,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TGO",22,"ASHRAE"
"1472","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","STP",22,"ASHRAE"
"1473","May",0.0164146050810814,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TZA",22,"ASHRAE"
"1474","May",2.01217031478882,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","UGA",22,"ASHRAE"
"1475","May",1.10358941555023,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BFA",22,"ASHRAE"
"1476","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NAM",22,"ASHRAE"
"1477","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SWZ",22,"ASHRAE"
"1478","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZMB",22,"ASHRAE"
"1479","May",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZWE",22,"ASHRAE"
"1480","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","AGO",22,"ASHRAE"
"1481","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BHR",22,"ASHRAE"
"1482","Jun",14.8669872283936,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BEN",22,"ASHRAE"
"1483","Jun",1.09672820568085,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COG",22,"ASHRAE"
"1484","Jun",6.44560575485229,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COD",22,"ASHRAE"
"1485","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BDI",22,"ASHRAE"
"1486","Jun",57.8515472412109,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CMR",22,"ASHRAE"
"1487","Jun",17.4456882476807,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TCD",22,"ASHRAE"
"1488","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COM",22,"ASHRAE"
"1489","Jun",23.3794727325439,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CAF",22,"ASHRAE"
"1490","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CPV",22,"ASHRAE"
"1491","Jun",0.126620426774025,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","DJI",22,"ASHRAE"
"1492","Jun",0.000936442578677088,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNQ",22,"ASHRAE"
"1493","Jun",31.9582538604736,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ERI",22,"ASHRAE"
"1494","Jun",66.5542984008789,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ETH",22,"ASHRAE"
"1495","Jun",1.0567934513092,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GMB",22,"ASHRAE"
"1496","Jun",0.892622351646423,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GAB",22,"ASHRAE"
"1497","Jun",88.2057037353516,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GHA",22,"ASHRAE"
"1498","Jun",8.51770877838135,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GIN",22,"ASHRAE"
"1499","Jun",140.305038452148,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CIV",22,"ASHRAE"
"1500","Jun",57.924488067627,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","KEN",22,"ASHRAE"
"1501","Jun",9.19228363037109,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LBR",22,"ASHRAE"
"1502","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MDG",22,"ASHRAE"
"1503","Jun",6.12906217575073,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLI",22,"ASHRAE"
"1504","Jun",1.35132431983948,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MRT",22,"ASHRAE"
"1505","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLT",22,"ASHRAE"
"1506","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MOZ",22,"ASHRAE"
"1507","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MWI",22,"ASHRAE"
"1508","Jun",0.626832544803619,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NER",22,"ASHRAE"
"1509","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MYT",22,"ASHRAE"
"1510","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ATF",22,"ASHRAE"
"1511","Jun",348.414428710938,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NGA",22,"ASHRAE"
"1512","Jun",1.72175776958466,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNB",22,"ASHRAE"
"1513","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","RWA",22,"ASHRAE"
"1514","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SYC",22,"ASHRAE"
"1515","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZAF",22,"ASHRAE"
"1516","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LSO",22,"ASHRAE"
"1517","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BWA",22,"ASHRAE"
"1518","Jun",9.34158134460449,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SEN",22,"ASHRAE"
"1519","Jun",43.3894958496094,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SLE",22,"ASHRAE"
"1520","Jun",6.01998424530029,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SOM",22,"ASHRAE"
"1521","Jun",1506.00390625,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SDN",22,"ASHRAE"
"1522","Jun",5.61303424835205,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TGO",22,"ASHRAE"
"1523","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","STP",22,"ASHRAE"
"1524","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TZA",22,"ASHRAE"
"1525","Jun",0.201841354370117,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","UGA",22,"ASHRAE"
"1526","Jun",0.641473591327667,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BFA",22,"ASHRAE"
"1527","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NAM",22,"ASHRAE"
"1528","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SWZ",22,"ASHRAE"
"1529","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZMB",22,"ASHRAE"
"1530","Jun",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZWE",22,"ASHRAE"
"1531","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","AGO",22,"ASHRAE"
"1532","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BHR",22,"ASHRAE"
"1533","Jul",8.77209377288818,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BEN",22,"ASHRAE"
"1534","Jul",0.301731020212173,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COG",22,"ASHRAE"
"1535","Jul",1.61059534549713,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COD",22,"ASHRAE"
"1536","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BDI",22,"ASHRAE"
"1537","Jul",23.9726505279541,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CMR",22,"ASHRAE"
"1538","Jul",48.5945930480957,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TCD",22,"ASHRAE"
"1539","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COM",22,"ASHRAE"
"1540","Jul",18.2913513183594,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CAF",22,"ASHRAE"
"1541","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CPV",22,"ASHRAE"
"1542","Jul",22.9013042449951,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","DJI",22,"ASHRAE"
"1543","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNQ",22,"ASHRAE"
"1544","Jul",167.60578918457,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ERI",22,"ASHRAE"
"1545","Jul",234.903671264648,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ETH",22,"ASHRAE"
"1546","Jul",7.30555820465088,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GMB",22,"ASHRAE"
"1547","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GAB",22,"ASHRAE"
"1548","Jul",53.893741607666,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GHA",22,"ASHRAE"
"1549","Jul",21.6632862091064,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GIN",22,"ASHRAE"
"1550","Jul",20.0859889984131,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CIV",22,"ASHRAE"
"1551","Jul",22.8439636230469,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","KEN",22,"ASHRAE"
"1552","Jul",0.0371513031423092,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LBR",22,"ASHRAE"
"1553","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MDG",22,"ASHRAE"
"1554","Jul",143.416717529297,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLI",22,"ASHRAE"
"1555","Jul",48.5796966552734,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MRT",22,"ASHRAE"
"1556","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLT",22,"ASHRAE"
"1557","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MOZ",22,"ASHRAE"
"1558","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MWI",22,"ASHRAE"
"1559","Jul",11.0206298828125,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NER",22,"ASHRAE"
"1560","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MYT",22,"ASHRAE"
"1561","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ATF",22,"ASHRAE"
"1562","Jul",222.990219116211,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NGA",22,"ASHRAE"
"1563","Jul",5.95399951934814,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNB",22,"ASHRAE"
"1564","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","RWA",22,"ASHRAE"
"1565","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SYC",22,"ASHRAE"
"1566","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZAF",22,"ASHRAE"
"1567","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LSO",22,"ASHRAE"
"1568","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BWA",22,"ASHRAE"
"1569","Jul",138.268692016602,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SEN",22,"ASHRAE"
"1570","Jul",2.76241445541382,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SLE",22,"ASHRAE"
"1571","Jul",17.4939308166504,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SOM",22,"ASHRAE"
"1572","Jul",1236.5849609375,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SDN",22,"ASHRAE"
"1573","Jul",3.17264699935913,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TGO",22,"ASHRAE"
"1574","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","STP",22,"ASHRAE"
"1575","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TZA",22,"ASHRAE"
"1576","Jul",0.422467470169067,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","UGA",22,"ASHRAE"
"1577","Jul",15.9152412414551,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BFA",22,"ASHRAE"
"1578","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NAM",22,"ASHRAE"
"1579","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SWZ",22,"ASHRAE"
"1580","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZMB",22,"ASHRAE"
"1581","Jul",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZWE",22,"ASHRAE"
"1582","Aug",0.000379903300199658,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","AGO",22,"ASHRAE"
"1583","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BHR",22,"ASHRAE"
"1584","Aug",26.0197353363037,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BEN",22,"ASHRAE"
"1585","Aug",0.99131453037262,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COG",22,"ASHRAE"
"1586","Aug",6.18917036056519,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COD",22,"ASHRAE"
"1587","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BDI",22,"ASHRAE"
"1588","Aug",49.7483291625977,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CMR",22,"ASHRAE"
"1589","Aug",207.846008300781,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TCD",22,"ASHRAE"
"1590","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","COM",22,"ASHRAE"
"1591","Aug",70.7619400024414,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CAF",22,"ASHRAE"
"1592","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CPV",22,"ASHRAE"
"1593","Aug",64.9718017578125,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","DJI",22,"ASHRAE"
"1594","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNQ",22,"ASHRAE"
"1595","Aug",278.151580810547,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ERI",22,"ASHRAE"
"1596","Aug",404.597991943359,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ETH",22,"ASHRAE"
"1597","Aug",24.3437099456787,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GMB",22,"ASHRAE"
"1598","Aug",0.00202121399343014,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GAB",22,"ASHRAE"
"1599","Aug",111.353462219238,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GHA",22,"ASHRAE"
"1600","Aug",25.5648326873779,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GIN",22,"ASHRAE"
"1601","Aug",14.2311887741089,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","CIV",22,"ASHRAE"
"1602","Aug",55.7999877929688,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","KEN",22,"ASHRAE"
"1603","Aug",0.00609224615618587,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LBR",22,"ASHRAE"
"1604","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MDG",22,"ASHRAE"
"1605","Aug",592.296203613281,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLI",22,"ASHRAE"
"1606","Aug",427.042266845703,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MRT",22,"ASHRAE"
"1607","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MLT",22,"ASHRAE"
"1608","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MOZ",22,"ASHRAE"
"1609","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MWI",22,"ASHRAE"
"1610","Aug",167.827697753906,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NER",22,"ASHRAE"
"1611","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","MYT",22,"ASHRAE"
"1612","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ATF",22,"ASHRAE"
"1613","Aug",445.728302001953,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NGA",22,"ASHRAE"
"1614","Aug",15.5545740127563,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","GNB",22,"ASHRAE"
"1615","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","RWA",22,"ASHRAE"
"1616","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SYC",22,"ASHRAE"
"1617","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZAF",22,"ASHRAE"
"1618","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","LSO",22,"ASHRAE"
"1619","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BWA",22,"ASHRAE"
"1620","Aug",644.76953125,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SEN",22,"ASHRAE"
"1621","Aug",0.523348808288574,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SLE",22,"ASHRAE"
"1622","Aug",42.121280670166,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SOM",22,"ASHRAE"
"1623","Aug",2635.34716796875,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SDN",22,"ASHRAE"
"1624","Aug",15.5431699752808,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TGO",22,"ASHRAE"
"1625","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","STP",22,"ASHRAE"
"1626","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","TZA",22,"ASHRAE"
"1627","Aug",2.93718719482422,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","UGA",22,"ASHRAE"
"1628","Aug",101.489082336426,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","BFA",22,"ASHRAE"
"1629","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","NAM",22,"ASHRAE"
"1630","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","SWZ",22,"ASHRAE"
"1631","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZMB",22,"ASHRAE"
"1632","Aug",0,"CDDs_wetbulb_GLDAS (1970-2009 avg.)","ZWE",22,"ASHRAE"
